file name,visibility,x-coordinate,y-coordinate,status,
0064.jpg,1,579,252,0,
0065.jpg,1,563,268,0,
0066.jpg,2,548,284,0,
0067.jpg,1,535,303,0,
0068.jpg,1,518,322,0,
0069.jpg,1,505,340,0,
0070.jpg,1,489,363,0,
0071.jpg,1,471,386,0,
0072.jpg,1,457,409,0,
0073.jpg,1,442,434,0,
0074.jpg,0,420,435,,edit
0075.jpg,0,400,436,,edit
0076.jpg,0,380,437,,edit
0077.jpg,0,380,438,,edit
0078.jpg,1,375,439,0,
0079.jpg,1,365,441,0,
0080.jpg,2,354,444,0,
0081.jpg,1,337,449,0,
0082.jpg,1,327,452,1,
0083.jpg,3,364,415,1,
0084.jpg,1,418,362,0,
0085.jpg,1,453,330,0,
0086.jpg,1,486,300,0,
0087.jpg,1,514,277,0,
0088.jpg,1,540,255,0,
0089.jpg,2,564,238,0,
0090.jpg,1,586,224,0,
0091.jpg,1,606,211,0,
0092.jpg,1,626,200,0,
0093.jpg,1,643,193,0,
0094.jpg,1,657,186,0,
0095.jpg,1,673,181,0,
0096.jpg,1,686,176,0,
0097.jpg,1,699,173,0,
0098.jpg,1,710,172,0,
0099.jpg,1,722,172,0,
0100.jpg,1,733,172,0,
0101.jpg,1,743,174,0,
0102.jpg,1,750,176,0,
0103.jpg,1,758,179,0,
0104.jpg,1,767,184,0,
0105.jpg,1,773,188,2,
0106.jpg,1,781,186,0,
0107.jpg,1,787,172,0,
0108.jpg,1,791,164,0,
0109.jpg,1,798,153,0,
0110.jpg,1,802,144,0,
0111.jpg,1,806,137,0,
0112.jpg,1,811,130,0,
0113.jpg,1,816,126,0,
0114.jpg,1,821,119,0,
0115.jpg,1,824,115,1,
0116.jpg,1,825,120,0,
0117.jpg,1,823,128,0,
0118.jpg,1,821,136,0,
0119.jpg,1,819,158,0,
0120.jpg,2,818,172,0,
0121.jpg,2,818,188,0,
0122.jpg,1,816,202,0,
0123.jpg,1,815,221,0,
0124.jpg,2,815,241,0,
0125.jpg,1,815,261,0,
0126.jpg,1,813,287,0,
0127.jpg,1,813,312,0,
0128.jpg,1,813,341,0,
0129.jpg,1,813,374,0,
0130.jpg,1,812,406,0,
0131.jpg,1,811,409,2,
0132.jpg,1,810,414,0,
0133.jpg,1,808,420,0,
0134.jpg,1,807,429,0,
0135.jpg,1,806,439,0,
0136.jpg,1,804,453,0,
0137.jpg,1,802,468,0,
0138.jpg,1,800,485,0,
0139.jpg,1,799,505,0,
0140.jpg,1,798,526,0,
0141.jpg,1,790,496,1,
0142.jpg,1,778,442,1,
0143.jpg,1,769,402,0,
0144.jpg,1,759,362,0,
0145.jpg,1,752,330,0,
0146.jpg,1,742,303,0,
0147.jpg,2,736,281,0,
0148.jpg,1,729,264,0,
0149.jpg,1,723,246,0,
0150.jpg,1,715,231,0,
0151.jpg,1,709,221,0,
0152.jpg,2,705,212,0,
0153.jpg,1,699,205,0,
0154.jpg,1,694,200,0,
0155.jpg,1,688,194,0,
0156.jpg,1,682,191,0,
0157.jpg,1,677,191,0,
0158.jpg,1,673,188,0,
0159.jpg,1,667,190,0,
0160.jpg,1,664,190,0,
0161.jpg,1,659,193,0,
0162.jpg,1,653,196,0,
0163.jpg,1,651,202,0,
0164.jpg,1,647,207,2,
0165.jpg,1,643,191,0,
0166.jpg,1,641,184,0,
0167.jpg,1,639,173,0,
0168.jpg,1,637,163,0,
0169.jpg,1,634,155,0,
0170.jpg,2,632,148,0,
0171.jpg,2,629,141,0,
0172.jpg,1,628,136,0,
0173.jpg,1,625,132,1,
0174.jpg,1,631,132,0,
0175.jpg,1,647,137,0,
0176.jpg,2,661,143,0,
0177.jpg,1,675,149,0,
0178.jpg,1,690,159,0,
0179.jpg,2,702,170,0,
0180.jpg,1,721,182,0,
0181.jpg,1,737,194,0,
0182.jpg,1,754,211,0,
0183.jpg,1,770,228,0,
0184.jpg,1,788,247,0,
0185.jpg,1,808,271,0,
0186.jpg,1,828,294,0,
0187.jpg,1,846,321,0,
0188.jpg,1,868,349,0,
0189.jpg,1,886,380,0,
0190.jpg,1,909,415,0,
0191.jpg,2,926,426,2,
0192.jpg,1,945,429,0,
0193.jpg,1,965,432,0,
0194.jpg,1,986,438,0,
0195.jpg,1,1004,445,0,
0196.jpg,1,1024,453,0,
0197.jpg,2,1044,463,0,
0198.jpg,1,1071,476,0,
0199.jpg,1,1093,493,0,
0200.jpg,1,1119,510,0,
0201.jpg,1,1143,530,0,
0202.jpg,1,1171,553,0,
0203.jpg,1,1198,577,0,
0204.jpg,1,1230,607,0,
0205.jpg,1,1261,639,0,
0206.jpg,1,1279,661,0,
