file name,visibility,x-coordinate,y-coordinate,status,
0140.jpg,1,821,378,0,
0141.jpg,1,812,348,0,
0142.jpg,1,803,324,0,
0143.jpg,1,795,302,0,
0144.jpg,1,787,283,0,
0145.jpg,1,779,265,0,
0146.jpg,1,772,250,0,
0147.jpg,1,767,236,0,
0148.jpg,1,761,221,0,
0149.jpg,1,756,213,0,
0150.jpg,1,750,202,0,
0151.jpg,1,746,193,0,
0152.jpg,1,741,188,0,
0153.jpg,1,737,183,0,
0154.jpg,1,732,178,0,
0155.jpg,1,729,174,0,
0156.jpg,1,725,170,0,
0157.jpg,1,722,167,0,
0158.jpg,2,719,166,0,
0159.jpg,2,716,164,0,
0160.jpg,2,713,165,0,
0161.jpg,2,710,165,0,
0162.jpg,1,708,167,0,
0163.jpg,1,705,170,0,
0164.jpg,1,703,171,0,
0165.jpg,1,701,174,0,
0166.jpg,1,698,178,0,
0167.jpg,1,696,171,2,
0168.jpg,1,695,158,0,
0169.jpg,1,694,149,0,
0170.jpg,1,693,139,0,
0171.jpg,1,691,130,0,
0172.jpg,1,690,123,0,
0173.jpg,1,689,115,0,
0174.jpg,1,687,108,0,
0175.jpg,1,687,103,0,
0176.jpg,1,685,97,0,
0177.jpg,1,684,93,0,
0178.jpg,1,683,88,0,
0179.jpg,1,688,91,1,
0180.jpg,1,692,96,0,
0181.jpg,1,698,103,0,
0182.jpg,1,703,108,0,
0183.jpg,1,707,117,0,
0184.jpg,2,711,124,0,
0185.jpg,2,716,134,0,
0186.jpg,1,722,144,0,
0187.jpg,1,727,156,0,
0188.jpg,2,734,169,0,
0189.jpg,1,737,181,0,
0190.jpg,1,743,195,0,
0191.jpg,1,748,213,0,
0192.jpg,1,753,227,0,
0193.jpg,1,758,244,0,
0194.jpg,1,763,263,0,
0195.jpg,1,768,282,0,
0196.jpg,1,773,304,0,
0197.jpg,1,778,324,0,
0198.jpg,1,784,348,0,
0199.jpg,1,789,370,0,
0200.jpg,1,794,394,0,
0201.jpg,1,799,422,0,
0202.jpg,2,805,425,2,
0203.jpg,2,809,426,0,
0204.jpg,1,815,429,0,
0205.jpg,1,820,432,0,
0206.jpg,1,825,437,0,
0207.jpg,1,831,442,0,
0208.jpg,1,837,449,0,
0209.jpg,1,842,455,0,
0210.jpg,1,848,463,0,
0211.jpg,1,853,473,0,
0212.jpg,1,860,485,0,
0213.jpg,1,866,496,0,
0214.jpg,1,872,510,0,
0215.jpg,1,878,525,0,
0216.jpg,1,884,539,0,
0217.jpg,1,890,557,0,
0218.jpg,0,883,547,,edit
0219.jpg,0,875,537,,edit
0220.jpg,0,868,526,,edit
0221.jpg,1,862,516,0,
0222.jpg,1,840,475,0,
0223.jpg,1,818,435,0,
0224.jpg,1,800,403,0,
0225.jpg,1,781,372,0,
0226.jpg,1,764,347,0,
0227.jpg,1,750,325,0,
0228.jpg,1,736,303,0,
0229.jpg,1,722,285,0,
0230.jpg,1,710,268,0,
0231.jpg,1,699,257,0,
0232.jpg,1,688,243,0,
0233.jpg,1,678,233,0,
0234.jpg,1,670,223,0,
0235.jpg,1,660,215,0,
0236.jpg,1,652,208,0,
0237.jpg,1,643,203,0,
0238.jpg,1,636,200,0,
0239.jpg,1,628,197,0,
0240.jpg,1,621,193,0,
0241.jpg,1,614,192,0,
0242.jpg,1,608,191,0,
0243.jpg,1,601,191,0,
0244.jpg,1,597,193,0,
0245.jpg,1,591,194,0,
0246.jpg,1,585,195,0,
0247.jpg,1,581,199,0,
0248.jpg,1,576,201,0,
0249.jpg,1,571,205,0,
0250.jpg,1,568,195,2,
0251.jpg,1,565,181,0,
0252.jpg,1,561,169,0,
0253.jpg,1,558,160,0,
0254.jpg,1,557,151,0,
0255.jpg,1,553,143,0,
0256.jpg,1,551,134,0,
0257.jpg,1,548,125,0,
0258.jpg,1,545,119,0,
0259.jpg,1,543,114,0,
0260.jpg,1,541,110,0,
0261.jpg,1,538,106,0,
0262.jpg,1,537,102,0,
0263.jpg,1,534,97,0,
0264.jpg,1,531,95,0,
0265.jpg,1,529,92,0,
0266.jpg,1,527,91,0,
0267.jpg,1,532,93,1,
0268.jpg,1,543,96,0,
0269.jpg,1,552,102,0,
0270.jpg,2,563,106,0,
0271.jpg,2,573,114,0,
0272.jpg,1,585,121,0,
0273.jpg,1,595,128,0,
0274.jpg,1,605,136,0,
0275.jpg,1,617,148,0,
0276.jpg,1,627,159,0,
0277.jpg,1,640,171,0,
0278.jpg,1,651,185,0,
0279.jpg,1,665,201,0,
0280.jpg,1,676,215,0,
0281.jpg,1,688,231,0,
0282.jpg,1,701,251,0,
0283.jpg,1,714,268,0,
0284.jpg,1,727,288,0,
0285.jpg,1,741,311,0,
0286.jpg,1,753,333,0,
0287.jpg,1,768,358,0,
0288.jpg,1,782,384,0,
0289.jpg,1,795,410,0,
0290.jpg,1,811,441,0,
0291.jpg,1,827,471,0,
0292.jpg,1,842,502,0,
0293.jpg,1,858,538,0,
0294.jpg,1,872,549,2,
0295.jpg,1,886,549,0,
0296.jpg,1,900,552,0,
0297.jpg,1,915,557,0,
0298.jpg,1,928,561,0,
0299.jpg,2,938,564,0,
0300.jpg,0,930,544,,
0301.jpg,0,927,524,,
0302.jpg,1,917,503,0,
0303.jpg,1,889,464,0,
0304.jpg,1,864,429,0,
0305.jpg,1,842,398,0,
0306.jpg,1,823,369,0,
0307.jpg,1,803,344,0,
0308.jpg,1,786,323,0,
0309.jpg,1,771,303,0,
0310.jpg,1,758,287,0,
0311.jpg,1,744,273,0,
0312.jpg,2,732,259,0,
0313.jpg,1,721,247,0,
0314.jpg,1,712,237,0,
0315.jpg,1,702,228,0,
0316.jpg,2,691,218,0,
0317.jpg,1,683,211,0,
0318.jpg,1,675,207,0,
0319.jpg,1,669,201,0,
0320.jpg,1,662,197,0,
0321.jpg,1,654,195,0,
0322.jpg,1,649,194,0,
0323.jpg,1,642,190,0,
0324.jpg,1,635,191,0,
0325.jpg,1,631,189,0,
0326.jpg,1,627,190,0,
0327.jpg,1,621,191,0,
0328.jpg,1,617,192,0,
0329.jpg,1,613,194,0,
0330.jpg,1,608,186,2,
0331.jpg,1,606,176,0,
0332.jpg,2,603,167,0,
0333.jpg,1,599,157,0,
0334.jpg,1,596,148,0,
0335.jpg,1,593,143,0,
0336.jpg,2,589,133,0,
0337.jpg,2,587,129,0,
0338.jpg,1,586,124,0,
0339.jpg,1,584,119,0,
0340.jpg,1,580,120,1,
0341.jpg,1,576,127,0,
0342.jpg,1,573,133,0,
0343.jpg,1,569,142,0,
0344.jpg,1,565,147,0,
0345.jpg,1,560,159,0,
0346.jpg,1,556,168,0,
0347.jpg,1,552,179,0,
0348.jpg,1,547,191,0,
0349.jpg,1,543,204,0,
0350.jpg,1,537,218,0,
0351.jpg,1,532,234,0,
0352.jpg,1,527,249,0,
0353.jpg,1,521,268,0,
0354.jpg,1,517,286,0,
0355.jpg,1,512,307,0,
0356.jpg,1,504,329,0,
0357.jpg,1,500,351,0,
0358.jpg,1,493,375,0,
0359.jpg,1,487,399,0,
0360.jpg,1,482,425,0,
0361.jpg,1,476,454,0,
0362.jpg,1,472,460,2,
0363.jpg,1,468,463,0,
0364.jpg,1,464,468,0,
0365.jpg,1,460,474,0,
0366.jpg,1,455,481,0,
0367.jpg,1,451,488,0,
0368.jpg,1,447,498,0,
0369.jpg,1,443,510,0,
0370.jpg,1,438,522,0,
0371.jpg,1,433,534,0,
0372.jpg,1,428,547,0,
0373.jpg,1,424,566,0,
0374.jpg,1,419,581,0,
0375.jpg,1,414,598,0,
0376.jpg,1,427,556,1,
0377.jpg,1,440,513,0,
0378.jpg,1,451,477,0,
0379.jpg,1,462,442,0,
0380.jpg,1,471,415,0,
0381.jpg,1,479,391,0,
0382.jpg,1,488,368,0,
0383.jpg,1,496,348,0,
0384.jpg,1,504,329,0,
0385.jpg,1,511,312,0,
0386.jpg,1,517,298,0,
0387.jpg,1,522,287,0,
0388.jpg,1,528,275,0,
0389.jpg,1,534,266,0,
0390.jpg,2,539,256,0,
0391.jpg,1,544,248,0,
0392.jpg,1,549,242,0,
0393.jpg,1,553,236,0,
0394.jpg,1,557,231,0,
0395.jpg,1,562,228,0,
0396.jpg,1,566,224,0,
0397.jpg,2,569,222,0,
0398.jpg,2,573,222,0,
0399.jpg,2,577,219,0,
0400.jpg,2,581,219,0,
0401.jpg,2,582,219,0,
0402.jpg,1,586,213,2,
0403.jpg,1,588,202,0,
0404.jpg,1,590,193,0,
0405.jpg,1,593,182,0,
0406.jpg,1,594,175,0,
0407.jpg,1,596,164,0,
0408.jpg,1,599,160,0,
0409.jpg,1,599,153,0,
0410.jpg,1,601,148,0,
0411.jpg,1,603,142,0,
0412.jpg,1,605,139,0,
0413.jpg,1,607,137,0,
0414.jpg,1,612,141,1,
0415.jpg,1,619,148,0,
0416.jpg,1,623,157,0,
0417.jpg,2,631,167,0,
0418.jpg,1,638,177,0,
0419.jpg,1,646,189,0,
0420.jpg,1,653,203,0,
0421.jpg,1,662,217,0,
0422.jpg,1,670,231,0,
0423.jpg,1,677,248,0,
0424.jpg,1,686,265,0,
0425.jpg,1,695,285,0,
0426.jpg,1,704,304,0,
0427.jpg,1,714,326,0,
0428.jpg,1,723,349,0,
0429.jpg,1,733,373,0,
0430.jpg,1,743,398,0,
0431.jpg,1,754,426,0,
0432.jpg,1,763,445,2,
0433.jpg,1,771,449,0,
0434.jpg,1,783,456,0,
0435.jpg,1,793,464,0,
0436.jpg,1,801,474,0,
0437.jpg,1,812,485,0,
0438.jpg,1,824,496,0,
0439.jpg,1,835,512,0,
0440.jpg,1,846,527,0,
0441.jpg,1,857,540,0,
0442.jpg,1,869,560,0,
0443.jpg,2,882,578,0,
0444.jpg,2,891,593,0,
0445.jpg,2,876,569,1,
0446.jpg,1,864,544,0,
0447.jpg,1,840,501,0,
0448.jpg,1,819,463,0,
0449.jpg,1,798,431,0,
0450.jpg,1,778,400,0,
0451.jpg,1,760,375,0,
0452.jpg,1,745,354,0,
0453.jpg,1,731,334,0,
0454.jpg,1,717,315,0,
0455.jpg,1,703,299,0,
0456.jpg,1,692,287,0,
0457.jpg,1,678,274,0,
0458.jpg,1,667,263,0,
0459.jpg,1,657,257,0,
0460.jpg,1,647,248,0,
0461.jpg,1,637,242,0,
0462.jpg,1,626,236,0,
0463.jpg,1,619,233,0,
0464.jpg,1,610,229,0,
0465.jpg,1,602,226,0,
0466.jpg,1,594,225,0,
0467.jpg,1,585,225,0,
0468.jpg,1,580,225,0,
0469.jpg,1,573,228,0,
0470.jpg,1,567,227,0,
0471.jpg,1,560,229,0,
0472.jpg,1,554,233,0,
0473.jpg,1,550,223,2,
0474.jpg,2,549,220,1,
0475.jpg,2,548,220,1,
0476.jpg,2,548,220,0,
0477.jpg,2,547,221,0,
0478.jpg,2,547,223,0,
0479.jpg,1,547,225,0,
0480.jpg,1,547,227,0,
0481.jpg,1,547,229,0,
0482.jpg,1,547,231,0,
0483.jpg,1,547,235,0,
0484.jpg,1,547,239,0,
0485.jpg,1,547,245,0,
0486.jpg,1,548,249,0,
0487.jpg,2,547,256,0,
0488.jpg,2,548,262,0,
0489.jpg,1,547,268,0,
0490.jpg,1,548,275,0,
0491.jpg,1,549,283,0,
0492.jpg,1,549,292,0,
0493.jpg,1,549,301,0,
0494.jpg,1,549,311,0,
0495.jpg,1,551,323,0,
0496.jpg,1,551,333,0,
0497.jpg,1,551,346,0,
0498.jpg,1,552,358,0,
0499.jpg,1,553,371,0,
0500.jpg,1,554,388,0,
0501.jpg,1,556,401,0,
0502.jpg,1,557,417,0,
0503.jpg,1,558,433,0,
0504.jpg,1,559,452,0,
0505.jpg,1,560,469,0,
0506.jpg,1,562,488,0,
0507.jpg,1,563,494,2,
0508.jpg,1,564,491,0,
0509.jpg,1,566,491,0,
0510.jpg,1,567,489,0,
0511.jpg,1,568,489,0,
0512.jpg,1,569,492,0,
0513.jpg,1,572,493,0,
0514.jpg,1,573,496,0,
0515.jpg,1,575,501,0,
0516.jpg,1,576,504,0,
0517.jpg,1,579,508,0,
0518.jpg,1,579,515,0,
0519.jpg,1,582,491,1,
0520.jpg,1,580,448,0,
0521.jpg,1,581,415,0,
0522.jpg,1,581,388,0,
0523.jpg,1,581,359,0,
0524.jpg,1,582,330,0,
0525.jpg,1,583,306,0,
0526.jpg,1,583,284,0,
0527.jpg,1,583,261,0,
0528.jpg,1,584,242,0,
0529.jpg,1,584,225,0,
0530.jpg,1,585,207,0,
0531.jpg,1,585,193,0,
0532.jpg,1,585,179,0,
0533.jpg,1,586,166,0,
0534.jpg,1,586,154,0,
0535.jpg,1,587,144,0,
0536.jpg,2,587,135,0,
0537.jpg,1,588,126,0,
0538.jpg,1,588,117,0,
0539.jpg,1,589,111,0,
0540.jpg,1,589,106,0,
0541.jpg,1,589,101,0,
0542.jpg,1,589,97,0,
0543.jpg,1,591,95,0,
0544.jpg,1,591,92,0,
0545.jpg,1,591,89,0,
0546.jpg,1,592,89,0,
0547.jpg,1,592,88,0,
0548.jpg,1,593,89,0,
0549.jpg,1,593,89,0,
0550.jpg,1,593,91,0,
0551.jpg,1,594,93,0,
0552.jpg,1,595,95,0,
0553.jpg,1,594,98,0,
0554.jpg,1,594,102,0,
0555.jpg,1,596,107,0,
0556.jpg,1,596,109,0,
0557.jpg,2,587,127,1,
0558.jpg,2,573,157,0,
0559.jpg,2,555,189,0,
0560.jpg,2,542,214,0,
0561.jpg,2,525,244,0,
0562.jpg,1,510,276,0,
0563.jpg,1,492,313,0,
0564.jpg,2,476,348,0,
0565.jpg,2,459,382,0,
0566.jpg,1,447,398,2,
0567.jpg,1,435,393,0,
0568.jpg,1,422,394,0,
0569.jpg,1,410,394,0,
0570.jpg,1,397,395,0,
0571.jpg,1,385,396,0,
0572.jpg,1,371,398,0,
0573.jpg,1,357,402,0,
0574.jpg,1,345,408,0,
0575.jpg,1,331,414,0,
0576.jpg,1,316,420,0,
0577.jpg,1,301,430,0,
0578.jpg,2,290,438,0,
0579.jpg,1,271,449,0,
0580.jpg,1,255,465,0,
0581.jpg,1,238,478,0,
0582.jpg,1,222,492,0,
0583.jpg,1,205,512,0,
0584.jpg,1,190,530,0,
0585.jpg,1,172,550,0,
